UnitID,Date,Created,Last Saved,Zone,Easting,Northing,Altitude,GPStime,Latitude,Longitude,SnowDepth,Notes,TreeCanopyType,Picture,MeasurementID
Local,3/26/19,17:20,17:20,12S,744483,4322713,3072.1,232057,39.019291,-108.176071 ,225 ,,,,573 
Local,3/26/19,17:20,17:21,12S,744480,4322712,3072.1,232108,39.019291,-108.176109 ,213 ,,,,574 
Local,3/26/19,17:21,17:21,12S,744477,4322712,3071.9,232131,39.019287,-108.176140 ,211 ,,,,575 
Local,3/26/19,17:21,17:21,12S,744473,4322712,3071.8,232145,39.019287,-108.176186 ,210 ,,,,576 
Local,3/26/19,17:21,17:22,12S,744470,4322712,3071.7,232217,39.019287,-108.176224 ,207 ,,,,577 
Local,3/26/19,17:22,17:22,12S,744467,4322712,3071.5,232231,39.019287,-108.176254 ,221 ,,,,578 
Local,3/26/19,17:22,17:22,12S,744463,4322712,3071.3,232255,39.019291,-108.176300 ,214 ,,,,579 
Local,3/26/19,17:22,17:23,12S,744460,4322711,3071.1,232305,39.019287,-108.176338 ,207 ,,,,580 
Local,3/26/19,17:23,17:23,12S,744458,4322711,3070.9,232318,39.019287,-108.176369 ,205 ,,,,581 
Local,3/26/19,17:23,17:23,12S,744455,4322711,3070.9,232332,39.019287,-108.176399 ,200 ,,,,582 
Local,3/26/19,17:23,17:23,12S,744452,4322711,3070.8,232353,39.019287,-108.176430 ,197 ,,,,583 
Local,3/26/19,17:23,17:24,12S,744449,4322710,3070.8,232410,39.019279,-108.176468 ,213 ,,,,584 
Local,3/26/19,17:24,17:24,12S,744448,4322710,3070.5,232435,39.019279,-108.176483 ,210 ,,,,585 
Local,3/26/19,17:24,17:24,12S,744445,4322711,3070.5,232452,39.019283,-108.176514 ,217 ,,,,586 
