UnitID,Date,Created,Last Saved,Zone,Easting,Northing,Altitude,GPStime,Latitude,Longitude,SnowDepth,Notes,TreeCanopyType,Picture,MeasurementID
Local,3/27/19,13:28,13:35,12S,741011,4326742,3053.4,193528,39.056519,-108.214714 ,161 ,Pit E04 surveyor: N. Parker ,,,816 
Local,3/27/19,13:35,13:36,12S,741016,4326743,3049.8,193620,39.056534,-108.214645 ,168 ,,,,817 
Local,3/27/19,13:36,13:36,12S,741019,4326743,3049.1,193653,39.05653,-108.214615 ,179 ,,,,818 
Local,3/27/19,13:36,13:37,12S,741048,4326730,3053,193732,39.056408,-108.214287 ,166 ,,,,819 
Local,3/27/19,13:37,13:38,12S,741023,4326742,3048.1,193812,39.056522,-108.214569 ,168 ,,,,820 
Local,3/27/19,13:38,13:38,12S,741028,4326743,3050.1,193843,39.056522,-108.214516 ,165 ,,,,821 
Local,3/27/19,13:38,13:40,12S,741030,4326743,3046.2,194008,39.056526,-108.214485 ,167 ,,,,822 
Local,3/27/19,13:40,13:41,12S,741030,4326743,3051,194053,39.056522,-108.214485 ,165 ,,,,823 
Local,3/27/19,13:41,13:41,12S,741032,4326743,3056.3,194144,39.05653,-108.214470 ,179 ,,,,824 
Local,3/27/19,13:41,13:42,12S,741034,4326744,3050,194216,39.056538,-108.214439 ,170 ,,,,825 
Local,3/27/19,13:42,13:42,12S,741039,4326743,3052.9,194245,39.056522,-108.214386 ,175 ,,,,826 
Local,3/27/19,13:42,13:43,12S,741042,4326743,3054.2,194317,39.056519,-108.214355 ,175 ,,,,827 
Local,3/27/19,13:43,13:43,12S,741044,4326742,3062.4,194343,39.056511,-108.214325 ,165 ,,,,828 
Local,3/27/19,13:43,13:44,12S,741050,4326744,3057.4,194409,39.05653,-108.214256 ,168 ,,,,829 
Local,3/27/19,13:44,13:45,12S,741051,4326745,3050.5,194514,39.056534,-108.214241 ,168 ,,,,830 
Local,3/27/19,13:45,13:45,12S,741055,4326743,3049.3,194545,39.056522,-108.214195 ,177 ,,,,831 
Local,3/27/19,13:45,13:47,12S,741064,4326745,3050.2,194731,39.056534,-108.214096 ,164 ,,,,832 
Local,3/27/19,13:47,13:47,12S,741065,4326745,3049.8,194759,39.05653,-108.214081 ,177 ,,,,833 
Local,3/27/19,13:47,13:48,12S,741069,4326744,3047.9,194823,39.056526,-108.214043 ,174 ,,,,834 
Local,3/27/19,13:48,13:48,12S,741073,4326744,3049.2,194855,39.056522,-108.213997 ,188 ,,,,835 
Local,3/27/19,13:48,13:49,12S,741075,4326744,3050,194927,39.056526,-108.213966 ,162 ,,,,836 
Local,3/27/19,13:49,13:49,12S,741077,4326744,3049.5,194952,39.056522,-108.213951 ,174 ,,,,837 
Local,3/27/19,13:49,13:50,12S,741081,4326745,3049.3,195024,39.056526,-108.213898 ,160 ,,,,838 
Local,3/27/19,13:50,13:50,12S,741084,4326745,3049.3,195049,39.056526,-108.213867 ,161 ,,,,839 
Local,3/27/19,13:50,13:51,12S,741087,4326744,3049,195116,39.056522,-108.213837 ,173 ,,,,840 
Local,3/27/19,13:51,13:51,12S,741090,4326745,3048.4,195145,39.056526,-108.213799 ,173 ,,,,841 
Local,3/27/19,13:51,13:52,12S,741092,4326745,3048.8,195213,39.056526,-108.213768 ,172 ,,,,842 
Local,3/27/19,13:52,13:52,12S,741096,4326744,3049.2,195245,39.056519,-108.213722 ,173 ,,,,843 
Local,3/27/19,13:52,13:53,12S,741092,4326746,3048.9,195323,39.056534,-108.213768 ,162 ,,,,844 
Local,3/27/19,13:53,13:54,12S,741092,4326748,3047.5,195403,39.056553,-108.213768 ,154 ,,,,845 
Local,3/27/19,13:54,13:54,12S,741088,4326748,3049.7,195438,39.056557,-108.213821 ,171 ,,,,846 
Local,3/27/19,13:54,13:55,12S,741086,4326751,3050.7,195538,39.056583,-108.213837 ,180 ,,,,847 
Local,3/27/19,13:55,13:56,12S,741084,4326755,3065.4,195605,39.056622,-108.213867 ,173 ,,,,848 
Local,3/27/19,13:56,13:56,12S,741081,4326756,3063.4,195635,39.056633,-108.213898 ,171 ,,,,849 
Local,3/27/19,13:56,13:57,12S,741077,4326759,3062.3,195707,39.05666,-108.213936 ,167 ,,,,850 
Local,3/27/19,13:57,13:57,12S,741075,4326762,3062.3,195734,39.056686,-108.213966 ,163 ,,,,851 
Local,3/27/19,13:57,13:58,12S,741072,4326764,3067.8,195802,39.056705,-108.213997 ,171 ,,,,852 
Local,3/27/19,13:58,13:58,12S,741069,4326770,3071.4,195834,39.056755,-108.214027 ,170 ,,,,853 
Local,3/27/19,13:58,13:59,12S,741068,4326770,3060.4,195903,39.056755,-108.214043 ,176 ,,,,854 
Local,3/27/19,13:59,13:59,12S,741065,4326759,3048.8,195931,39.056664,-108.214081 ,179 ,,,,855 
Local,3/27/19,13:59,14:00,12S,741063,4326764,3049.6,195959,39.056705,-108.214096 ,155 ,,,,856 
Local,3/27/19,14:00,14:00,12S,741061,4326766,3049.3,200027,39.056721,-108.214127 ,155 ,,,,857 
Local,3/27/19,14:00,14:00,12S,741058,4326769,3054.1,200054,39.056755,-108.214157 ,157 ,,,,858 
Local,3/27/19,14:00,14:01,12S,741056,4326770,3052.8,200118,39.056763,-108.214180 ,153 ,,,,859 
Local,3/27/19,14:01,14:01,12S,741053,4326772,3052.8,200151,39.056782,-108.214211 ,153 ,,,,860 
Local,3/27/19,14:01,14:02,12S,741052,4326775,3048.4,200223,39.056805,-108.214226 ,160 ,,,,861 
Local,3/27/19,14:02,14:02,12S,741049,4326772,3051.1,200255,39.056786,-108.214256 ,174 ,,,,862 
Local,3/27/19,14:02,14:03,12S,741047,4326774,3050.6,200327,39.056805,-108.214287 ,182 ,,,,863 
Local,3/27/19,14:03,14:03,12S,741043,4326775,3049.4,200356,39.056808,-108.214325 ,186 ,,,,864 
Local,3/27/19,14:03,14:04,12S,741042,4326777,3051.5,200424,39.056828,-108.214340 ,180 ,,,,865 
Local,3/27/19,14:04,14:04,12S,741038,4326777,3050.3,200452,39.056828,-108.214386 ,175 ,,,,866 
Local,3/27/19,14:04,14:05,12S,741037,4326779,3051.2,200521,39.056847,-108.214401 ,172 ,,,,867 
Local,3/27/19,14:05,14:05,12S,741032,4326782,3051.2,200552,39.056881,-108.214455 ,181 ,,,,868 
Local,3/27/19,14:05,14:06,12S,741029,4326785,3052.3,200620,39.056904,-108.214485 ,179 ,,,,869 
Local,3/27/19,14:06,14:06,12S,741028,4326788,3057.4,200649,39.056931,-108.214500 ,183 ,,,,870 
Local,3/27/19,14:06,14:07,12S,741026,4326786,3056.9,200734,39.056911,-108.214516 ,177 ,,,,871 
Local,3/27/19,14:07,14:08,12S,741025,4326788,3054.8,200807,39.056934,-108.214531 ,193 ,,,,872 
Local,3/27/19,14:08,14:08,12S,741022,4326788,3052,200840,39.056931,-108.214569 ,195 ,,,,873 
Local,3/27/19,14:08,14:09,12S,741018,4326791,3053.1,200917,39.056961,-108.214615 ,189 ,,,,874 
Local,3/27/19,14:09,14:09,12S,741013,4326793,3051.8,200950,39.05698,-108.214668 ,200 ,,,,875 
Local,3/27/19,14:09,14:10,12S,741010,4326794,3050.9,201020,39.056992,-108.214699 ,197 ,,,,876 
Local,3/27/19,14:10,14:10,12S,741009,4326795,3051.6,201052,39.056999,-108.214714 ,204 ,,,,877 
Local,3/27/19,14:10,14:11,12S,741005,4326798,3051.4,201126,39.057026,-108.214760 ,200 ,,,,878 
Local,3/27/19,14:11,14:12,12S,741005,4326794,3051.5,201217,39.056992,-108.214760 ,206 ,,,,879 
Local,3/27/19,14:12,14:12,12S,741006,4326791,3049.2,201249,39.056965,-108.214745 ,197 ,,,,880 
Local,3/27/19,14:12,14:13,12S,741007,4326788,3049.4,201344,39.056942,-108.214745 ,197 ,,,,881 
Local,3/27/19,14:13,14:14,12S,741007,4326785,3049.4,201455,39.056908,-108.214745 ,190 ,,,,882 
Local,3/27/19,14:14,14:15,12S,741007,4326783,3050,201530,39.056892,-108.214745 ,198 ,,,,883 
Local,3/27/19,14:15,14:16,12S,741007,4326780,3050.2,201559,39.05687,-108.214745 ,193 ,,,,884 
Local,3/27/19,14:16,14:16,12S,741007,4326778,3049.9,201637,39.056847,-108.214745 ,186 ,,,,885 
Local,3/27/19,14:16,14:17,12S,741007,4326775,3051.7,201714,39.05682,-108.214745 ,186 ,,,,886 
Local,3/27/19,14:17,14:17,12S,741007,4326773,3049,201741,39.056805,-108.214745 ,182 ,,,,887 
Local,3/27/19,14:17,14:18,12S,741007,4326769,3050.7,201807,39.056767,-108.214745 ,193 ,,,,888 
Local,3/27/19,14:18,14:18,12S,741007,4326766,3048,201838,39.056736,-108.214745 ,179 ,,,,889 
Local,3/27/19,14:18,14:19,12S,741007,4326762,3049.4,201905,39.056702,-108.214745 ,172 ,,,,890 
Local,3/27/19,14:19,14:19,12S,741007,4326757,3051.6,201931,39.05666,-108.214745 ,171 ,,,,891 
Local,3/27/19,14:19,14:19,12S,741009,4326756,3050.8,201957,39.056644,-108.214729 ,170 ,,,,892 
Local,3/27/19,14:19,14:20,12S,741008,4326753,3051.2,202034,39.056625,-108.214745 ,172 ,,,,893 
Local,3/27/19,14:20,14:21,12S,741008,4326750,3049.4,202103,39.056599,-108.214745 ,167 ,,,,894 
Local,3/27/19,14:21,14:21,12S,741008,4326748,3049.9,202131,39.056576,-108.214745 ,171 ,,,,895 
Local,3/27/19,14:21,14:21,12S,741009,4326745,3051.5,202157,39.056553,-108.214729 ,176 ,,,,896 
Local,3/27/19,14:21,14:22,12S,741008,4326742,3051.6,202242,39.056526,-108.214745 ,160 ,,,,897 
Local,3/27/19,14:22,14:28,12S,741009,4326740,3048.7,202629,39.056503,-108.214729 ,,Null ,,,898 
Local,3/27/19,14:28,14:28,12S,741011,4326741,3049.2,202838,39.056511,-108.214714 ,166 ,,,,899 
Local,3/27/19,14:28,14:30,12S,741011,4326738,3045.7,203042,39.056484,-108.214714 ,173 ,,,,900 
Local,3/27/19,14:30,14:31,12S,741010,4326733,3051.7,203127,39.056442,-108.214729 ,158 ,,,,901 
Local,3/27/19,14:31,14:31,12S,741010,4326729,3049.1,203158,39.056404,-108.214729 ,167 ,,,,902 
Local,3/27/19,14:31,14:32,12S,741008,4326725,3049.9,203226,39.05637,-108.214745 ,162 ,,,,903 
Local,3/27/19,14:32,14:33,12S,741009,4326722,3050.2,203300,39.056347,-108.214745 ,170 ,,,,904 
Local,3/27/19,14:33,14:33,12S,741009,4326720,3048.9,203329,39.056328,-108.214745 ,175 ,,,,905 
Local,3/27/19,14:33,14:33,12S,741007,4326717,3050.3,203356,39.056297,-108.214760 ,163 ,,,,906 
Local,3/27/19,14:33,14:34,12S,741009,4326713,3051,203424,39.056263,-108.214745 ,179 ,,,,907 
Local,3/27/19,14:34,14:34,12S,741009,4326711,3049.8,203454,39.05624,-108.214745 ,194 ,,,,908 
Local,3/27/19,14:34,14:35,12S,741008,4326708,3047.8,203532,39.056217,-108.214760 ,198 ,,,,909 
Local,3/27/19,14:35,14:36,12S,741008,4326706,3050.5,203602,39.056202,-108.214760 ,186 ,,,,910 
Local,3/27/19,14:36,14:36,12S,741008,4326703,3047.5,203629,39.056175,-108.214760 ,178 ,,,,911 
Local,3/27/19,14:36,14:36,12S,741007,4326700,3048.8,203657,39.056145,-108.214775 ,174 ,,,,912 
Local,3/27/19,14:36,14:37,12S,741007,4326698,3047.8,203729,39.056126,-108.214775 ,174 ,,,,913 
Local,3/27/19,14:37,14:37,12S,741007,4326695,3050,203754,39.056103,-108.214775 ,172 ,,,,914 
Local,3/27/19,14:37,14:38,12S,741007,4326691,3049.2,203818,39.056065,-108.214775 ,171 ,,,,915 
Local,3/27/19,14:38,14:38,12S,741007,4326689,3048.7,203845,39.056046,-108.214775 ,158 ,,,,916 
Local,3/27/19,14:38,14:39,12S,741007,4326687,3047,203916,39.05603,-108.214775 ,157 ,,,,917 
Local,3/27/19,14:39,14:39,12S,741005,4326685,3049,203941,39.056011,-108.214798 ,154 ,,,,918 
Local,3/27/19,14:39,14:40,12S,741007,4326681,3046.5,204016,39.055973,-108.214775 ,144 ,,,,919 
Local,3/27/19,14:40,14:40,12S,741005,4326677,3047,204040,39.055935,-108.214798 ,153 ,,,,920 
Local,3/27/19,14:40,14:41,12S,741007,4326674,3044.7,204106,39.055908,-108.214775 ,152 ,,,,921 
Local,3/27/19,14:41,14:41,12S,741005,4326673,3044.5,204132,39.055904,-108.214798 ,135 ,,,,922 
Local,3/27/19,14:41,14:42,12S,741004,4326670,3046.8,204204,39.055874,-108.214813 ,127 ,,,,923 
Local,3/27/19,14:42,14:42,12S,741004,4326666,3045.6,204228,39.055843,-108.214813 ,135 ,,,,924 
Local,3/27/19,14:42,14:42,12S,741004,4326663,3046.9,204252,39.055813,-108.214813 ,143 ,,,,925 
Local,3/27/19,14:42,14:43,12S,741002,4326662,3052.7,204316,39.055801,-108.214844 ,125 ,,,,926 
Local,3/27/19,14:43,14:43,12S,741003,4326659,3048.7,204343,39.055775,-108.214828 ,133 ,,,,927 
Local,3/27/19,14:43,14:44,12S,741003,4326655,3044.4,204410,39.05574,-108.214828 ,149 ,,,,928 
Local,3/27/19,14:44,14:44,12S,741003,4326654,3043.8,204434,39.055733,-108.214828 ,158 ,,,,929 
Local,3/27/19,14:44,14:45,12S,741002,4326651,3045.2,204500,39.05571,-108.214844 ,154 ,,,,930 
Local,3/27/19,14:45,14:45,12S,741001,4326648,3046.1,204526,39.055683,-108.214859 ,150 ,,,,931 
